Tempo Universal,Tempo Relativo,S,G,D,Snl_Rdo,Modo,Elev,Azim,Dist,X_Rampa,Y_Rampa,Z_Rampa
14:10:14:195,12.480,A,A,A,59,RADAR,0.594,1.888,5.366,2.889,-1.050,3.031
14:10:14:205,12.490,A,A,A,59,RADAR,0.594,1.888,5.369,2.891,-1.051,3.032
14:10:14:215,12.500,A,A,A,59,RADAR,0.594,1.888,5.370,2.892,-1.051,3.033
14:10:14:225,12.510,A,A,A,59,RADAR,0.594,1.888,5.372,2.894,-1.052,3.034
14:10:14:235,12.520,A,A,A,59,RADAR,0.594,1.888,5.373,2.894,-1.052,3.035
14:10:14:245,12.530,A,A,A,59,RADAR,0.594,1.888,5.376,2.897,-1.053,3.037
14:10:14:255,12.540,A,A,A,59,RADAR,0.594,1.888,5.378,2.898,-1.053,3.037
14:10:14:265,12.550,A,A,A,59,RADAR,0.594,1.888,5.380,2.900,-1.054,3.039
14:10:14:275,12.560,A,A,A,59,RADAR,0.594,1.888,5.382,2.901,-1.055,3.040
14:10:14:285,12.570,A,A,A,59,RADAR,0.594,1.888,5.383,2.902,-1.055,3.040
14:10:14:295,12.580,A,A,A,59,RADAR,0.594,1.888,5.385,2.904,-1.056,3.042
14:10:14:305,12.590,A,A,A,59,RADAR,0.594,1.888,5.387,2.905,-1.056,3.043
14:10:14:315,12.600,A,A,A,59,RADAR,0.594,1.888,5.389,2.907,-1.057,3.044
14:10:14:325,12.610,A,A,A,59,RADAR,0.594,1.888,5.391,2.908,-1.057,3.045
14:10:14:335,12.620,A,A,A,59,RADAR,0.594,1.888,5.395,2.911,-1.058,3.047
14:10:14:345,12.630,A,A,A,59,RADAR,0.594,1.888,5.395,2.911,-1.058,3.047
14:10:14:355,12.640,A,A,A,59,RADAR,0.594,1.888,5.398,2.913,-1.059,3.049
14:10:14:365,12.650,A,A,A,58,RADAR,0.594,1.888,5.399,2.914,-1.059,3.049
14:10:14:375,12.660,A,A,A,58,RADAR,0.594,1.888,5.401,2.916,-1.060,3.051
14:10:14:385,12.670,A,A,A,58,RADAR,0.594,1.888,5.403,2.917,-1.061,3.051
14:10:14:395,12.680,A,A,A,58,RADAR,0.594,1.888,5.406,2.920,-1.061,3.053
14:10:14:405,12.690,A,A,A,58,RADAR,0.594,1.888,5.407,2.921,-1.062,3.054
14:10:14:415,12.700,A,A,A,58,RADAR,0.594,1.888,5.408,2.922,-1.062,3.055
14:10:14:425,12.710,A,A,A,58,RADAR,0.594,1.888,5.411,2.924,-1.063,3.056
14:10:14:435,12.720,A,A,A,58,RADAR,0.594,1.888,5.413,2.925,-1.063,3.057
14:10:14:445,12.730,A,A,A,58,RADAR,0.594,1.889,5.415,2.927,-1.064,3.058
14:10:14:455,12.740,A,A,A,58,RADAR,0.594,1.889,5.416,2.928,-1.065,3.059
14:10:14:465,12.750,A,A,A,58,RADAR,0.594,1.889,5.418,2.929,-1.065,3.060
14:10:14:475,12.760,A,A,A,58,RADAR,0.594,1.889,5.420,2.931,-1.066,3.061
14:10:14:485,12.770,A,A,A,58,RADAR,0.594,1.889,5.423,2.933,-1.067,3.063
14:10:14:495,12.780,A,A,A,58,RADAR,0.594,1.889,5.424,2.934,-1.067,3.063
14:10:14:505,12.790,A,A,A,59,RADAR,0.594,1.889,5.427,2.936,-1.068,3.065
14:10:14:515,12.800,A,A,A,59,RADAR,0.594,1.889,5.428,2.937,-1.068,3.066
14:10:14:525,12.810,A,A,A,59,RADAR,0.594,1.889,5.430,2.939,-1.069,3.067
14:10:14:535,12.820,A,A,A,59,RADAR,0.594,1.889,5.432,2.940,-1.069,3.068
14:10:14:545,12.830,A,A,A,59,RADAR,0.594,1.889,5.434,2.942,-1.070,3.069
14:10:14:555,12.840,A,A,A,59,RADAR,0.594,1.889,5.436,2.943,-1.071,3.070
14:10:14:565,12.850,A,A,A,59,RADAR,0.594,1.889,5.437,2.944,-1.071,3.070
14:10:14:575,12.860,A,A,A,59,RADAR,0.594,1.889,5.439,2.945,-1.071,3.071
14:10:14:585,12.870,A,A,A,59,RADAR,0.594,1.889,5.440,2.946,-1.072,3.072
14:10:14:595,12.880,A,A,A,59,RADAR,0.594,1.889,5.444,2.949,-1.073,3.074
14:10:14:605,12.890,A,A,A,59,RADAR,0.594,1.889,5.445,2.950,-1.073,3.074
14:10:14:615,12.900,A,A,A,59,RADAR,0.594,1.889,5.447,2.952,-1.074,3.076
14:10:14:625,12.910,A,A,A,59,RADAR,0.594,1.889,5.448,2.953,-1.074,3.076
14:10:14:635,12.920,A,A,A,59,RADAR,0.594,1.889,5.450,2.954,-1.075,3.077
14:10:14:645,12.930,A,A,A,59,RADAR,0.594,1.889,5.452,2.956,-1.075,3.078
14:10:14:655,12.940,A,A,A,59,RADAR,0.594,1.889,5.455,2.958,-1.076,3.080
14:10:14:665,12.950,A,A,A,59,RADAR,0.594,1.889,5.455,2.959,-1.077,3.080
14:10:14:675,12.960,A,A,A,59,RADAR,0.594,1.889,5.458,2.961,-1.077,3.081
14:10:14:685,12.970,A,A,A,59,RADAR,0.594,1.889,5.460,2.962,-1.078,3.082
14:10:14:695,12.980,A,A,A,59,RADAR,0.594,1.889,5.461,2.963,-1.078,3.083
14:10:14:705,12.990,A,A,A,59,RADAR,0.594,1.889,5.464,2.965,-1.079,3.084
14:10:14:715,13.000,A,A,A,59,RADAR,0.594,1.889,5.465,2.966,-1.080,3.085
14:10:14:725,13.010,A,A,A,59,RADAR,0.594,1.889,5.468,2.968,-1.080,3.086
14:10:14:735,13.020,A,A,A,59,RADAR,0.594,1.889,5.469,2.970,-1.081,3.087
14:10:14:745,13.030,A,A,A,59,RADAR,0.594,1.889,5.472,2.972,-1.081,3.088
14:10:14:755,13.040,A,A,A,59,RADAR,0.594,1.889,5.473,2.973,-1.082,3.089
14:10:14:765,13.050,A,A,A,59,RADAR,0.594,1.889,5.475,2.975,-1.083,3.090
14:10:14:775,13.060,A,A,A,59,RADAR,0.594,1.889,5.477,2.976,-1.083,3.091
14:10:14:785,13.070,A,A,A,59,RADAR,0.594,1.889,5.479,2.978,-1.084,3.092
14:10:14:795,13.080,A,A,A,59,RADAR,0.594,1.889,5.480,2.979,-1.084,3.093
14:10:14:805,13.090,A,A,A,59,RADAR,0.594,1.889,5.482,2.980,-1.085,3.094
14:10:14:815,13.100,A,A,A,59,RADAR,0.594,1.889,5.484,2.982,-1.085,3.095
14:10:14:825,13.110,A,A,A,59,RADAR,0.594,1.889,5.484,2.982,-1.085,3.095
14:10:14:835,13.120,A,A,A,59,RADAR,0.594,1.889,5.488,2.985,-1.086,3.097
14:10:14:845,13.130,A,A,A,59,RADAR,0.594,1.889,5.489,2.986,-1.087,3.097
14:10:14:855,13.140,A,A,A,59,RADAR,0.594,1.889,5.492,2.988,-1.087,3.099
14:10:14:865,13.150,A,A,A,59,RADAR,0.594,1.889,5.492,2.988,-1.088,3.099
14:10:14:875,13.160,A,A,A,59,RADAR,0.594,1.889,5.495,2.991,-1.088,3.101
14:10:14:885,13.170,A,A,A,59,RADAR,0.594,1.889,5.496,2.991,-1.089,3.101
14:10:14:895,13.180,A,A,A,59,RADAR,0.594,1.889,5.498,2.993,-1.089,3.102
14:10:14:905,13.190,A,A,A,59,RADAR,0.594,1.889,5.500,2.994,-1.090,3.103
14:10:14:915,13.200,A,A,A,59,RADAR,0.594,1.889,5.502,2.996,-1.090,3.104
14:10:14:925,13.210,A,A,A,59,RADAR,0.594,1.889,5.503,2.997,-1.091,3.105
14:10:14:935,13.220,A,A,A,59,RADAR,0.593,1.889,5.505,2.998,-1.091,3.106
14:10:14:945,13.230,A,A,A,59,RADAR,0.593,1.889,5.506,2.999,-1.092,3.106
14:10:14:955,13.240,A,A,A,59,RADAR,0.593,1.889,5.510,3.002,-1.093,3.108
14:10:14:965,13.250,A,A,A,59,RADAR,0.593,1.889,5.511,3.003,-1.093,3.109
14:10:14:975,13.260,A,A,A,59,RADAR,0.593,1.889,5.512,3.004,-1.093,3.109
14:10:14:985,13.270,A,A,A,58,RADAR,0.593,1.889,5.514,3.006,-1.094,3.111
14:10:14:995,13.280,A,A,A,58,RADAR,0.593,1.889,5.516,3.007,-1.094,3.111
14:10:15:005,13.290,A,A,A,58,RADAR,0.593,1.889,5.518,3.009,-1.095,3.113
14:10:15:015,13.300,A,A,A,58,RADAR,0.593,1.889,5.519,3.010,-1.096,3.113
14:10:15:025,13.310,A,A,A,58,RADAR,0.593,1.889,5.521,3.011,-1.096,3.114
14:10:15:035,13.320,A,A,A,58,RADAR,0.593,1.889,5.522,3.012,-1.097,3.115
14:10:15:045,13.330,A,A,A,57,RADAR,0.593,1.889,5.525,3.015,-1.097,3.116
14:10:15:055,13.340,A,A,A,57,RADAR,0.593,1.889,5.527,3.016,-1.098,3.117
14:10:15:065,13.350,A,A,A,57,RADAR,0.593,1.889,5.528,3.017,-1.098,3.117
14:10:15:075,13.360,A,A,A,57,RADAR,0.593,1.889,5.529,3.018,-1.099,3.118
14:10:15:085,13.370,A,A,A,57,RADAR,0.593,1.889,5.532,3.020,-1.099,3.120
14:10:15:095,13.380,A,A,A,57,RADAR,0.593,1.889,5.533,3.021,-1.100,3.120
14:10:15:105,13.390,A,A,A,57,RADAR,0.593,1.889,5.535,3.023,-1.100,3.121
14:10:15:115,13.400,A,A,A,57,RADAR,0.593,1.889,5.538,3.025,-1.101,3.123
14:10:15:125,13.410,A,A,A,57,RADAR,0.593,1.889,5.539,3.026,-1.102,3.123
14:10:15:135,13.420,A,A,A,57,RADAR,0.593,1.890,5.542,3.028,-1.102,3.125
14:10:15:145,13.430,A,A,A,57,RADAR,0.593,1.890,5.542,3.028,-1.102,3.125
14:10:15:155,13.440,A,A,A,57,RADAR,0.593,1.890,5.545,3.031,-1.103,3.127
14:10:15:165,13.450,A,A,A,57,RADAR,0.593,1.890,5.547,3.032,-1.104,3.127
14:10:15:175,13.460,A,A,A,57,RADAR,0.593,1.890,5.549,3.034,-1.105,3.128
14:10:15:185,13.470,A,A,A,56,RADAR,0.593,1.890,5.551,3.035,-1.105,3.129
14:10:15:195,13.480,A,A,A,56,RADAR,0.593,1.890,5.554,3.038,-1.106,3.131
14:10:15:205,13.490,A,A,A,56,RADAR,0.593,1.890,5.555,3.039,-1.106,3.132
14:10:15:215,13.500,A,A,A,56,RADAR,0.593,1.890,5.558,3.041,-1.107,3.133
14:10:15:225,13.510,A,A,A,56,RADAR,0.593,1.890,5.559,3.042,-1.107,3.133
14:10:15:235,13.520,A,A,A,56,RADAR,0.593,1.890,5.561,3.043,-1.108,3.134
14:10:15:245,13.530,A,A,A,56,RADAR,0.593,1.890,5.563,3.045,-1.109,3.136
14:10:15:255,13.540,A,A,A,56,RADAR,0.593,1.890,5.564,3.046,-1.109,3.136
14:10:15:265,13.550,A,A,A,56,RADAR,0.593,1.890,5.566,3.048,-1.110,3.137
14:10:15:275,13.560,A,A,A,56,RADAR,0.593,1.890,5.568,3.049,-1.110,3.138
14:10:15:285,13.570,A,A,A,56,RADAR,0.593,1.890,5.570,3.051,-1.111,3.139
14:10:15:295,13.580,A,A,A,56,RADAR,0.593,1.890,5.571,3.052,-1.111,3.140
14:10:15:305,13.590,A,A,A,56,RADAR,0.593,1.890,5.574,3.054,-1.112,3.141
14:10:15:315,13.600,A,A,A,56,RADAR,0.593,1.890,5.575,3.055,-1.112,3.142
14:10:15:325,13.610,A,A,A,57,RADAR,0.593,1.890,5.577,3.057,-1.113,3.143
14:10:15:335,13.620,A,A,A,57,RADAR,0.593,1.890,5.579,3.058,-1.114,3.144
14:10:15:345,13.630,A,A,A,57,RADAR,0.593,1.890,5.582,3.060,-1.114,3.145
14:10:15:355,13.640,A,A,A,57,RADAR,0.593,1.890,5.582,3.061,-1.115,3.145
14:10:15:365,13.650,A,A,A,57,RADAR,0.593,1.890,5.585,3.063,-1.115,3.147
14:10:15:375,13.660,A,A,A,57,RADAR,0.593,1.890,5.587,3.064,-1.116,3.148
14:10:15:385,13.670,A,A,A,57,RADAR,0.593,1.890,5.586,3.064,-1.116,3.147
14:10:15:395,13.680,A,A,A,58,RADAR,0.593,1.890,5.589,3.067,-1.117,3.149
14:10:15:405,13.690,A,A,A,58,RADAR,0.593,1.890,5.592,3.068,-1.117,3.150
14:10:15:415,13.700,A,A,A,58,RADAR,0.593,1.890,5.594,3.070,-1.118,3.151
14:10:15:425,13.710,A,A,A,58,RADAR,0.593,1.890,5.595,3.071,-1.118,3.152
14:10:15:435,13.720,A,A,A,58,RADAR,0.593,1.890,5.596,3.072,-1.119,3.152
14:10:15:445,13.730,A,A,A,58,RADAR,0.593,1.890,5.598,3.074,-1.119,3.153
14:10:15:455,13.740,A,A,A,58,RADAR,0.592,1.890,5.601,3.076,-1.120,3.155
14:10:15:465,13.750,A,A,A,58,RADAR,0.592,1.890,5.601,3.076,-1.120,3.155
14:10:15:475,13.760,A,A,A,58,RADAR,0.592,1.890,5.604,3.078,-1.121,3.156
14:10:15:485,13.770,A,A,A,58,RADAR,0.592,1.890,5.605,3.079,-1.122,3.157
14:10:15:495,13.780,A,A,A,58,RADAR,0.592,1.890,5.608,3.081,-1.122,3.158
14:10:15:505,13.790,A,A,A,58,RADAR,0.592,1.890,5.609,3.083,-1.123,3.159
14:10:15:515,13.800,A,A,A,58,RADAR,0.592,1.890,5.610,3.083,-1.123,3.159
14:10:15:525,13.810,A,A,A,58,RADAR,0.592,1.890,5.612,3.085,-1.124,3.160
14:10:15:535,13.820,A,A,A,58,RADAR,0.592,1.890,5.614,3.086,-1.124,3.161
14:10:15:545,13.830,A,A,A,58,RADAR,0.592,1.890,5.616,3.088,-1.125,3.162
14:10:15:555,13.840,A,A,A,58,RADAR,0.592,1.890,5.617,3.089,-1.125,3.163
14:10:15:565,13.850,A,A,A,58,RADAR,0.592,1.890,5.620,3.091,-1.126,3.164
14:10:15:575,13.860,A,A,A,58,RADAR,0.592,1.890,5.621,3.093,-1.126,3.165
14:10:15:585,13.870,A,A,A,58,RADAR,0.592,1.890,5.623,3.094,-1.127,3.166
14:10:15:595,13.880,A,A,A,59,RADAR,0.592,1.890,5.624,3.095,-1.127,3.166
14:10:15:605,13.890,A,A,A,59,RADAR,0.592,1.890,5.626,3.097,-1.128,3.167
14:10:15:615,13.900,A,A,A,59,RADAR,0.592,1.890,5.628,3.098,-1.128,3.168
14:10:15:625,13.910,A,A,A,59,RADAR,0.592,1.890,5.630,3.100,-1.129,3.169
14:10:15:635,13.920,A,A,A,59,RADAR,0.592,1.890,5.631,3.100,-1.129,3.169
14:10:15:645,13.930,A,A,A,59,RADAR,0.592,1.890,5.635,3.104,-1.131,3.171
14:10:15:655,13.940,A,A,A,59,RADAR,0.592,1.890,5.635,3.104,-1.131,3.171
14:10:15:665,13.950,A,A,A,58,RADAR,0.592,1.890,5.636,3.105,-1.131,3.172
14:10:15:675,13.960,A,A,A,58,RADAR,0.592,1.890,5.639,3.107,-1.132,3.174
14:10:15:685,13.970,A,A,A,58,RADAR,0.592,1.890,5.640,3.108,-1.132,3.174
14:10:15:695,13.980,A,A,A,58,RADAR,0.592,1.890,5.642,3.109,-1.133,3.175
14:10:15:705,13.990,A,A,A,58,RADAR,0.592,1.890,5.644,3.111,-1.133,3.176
14:10:15:715,14.000,A,A,A,58,RADAR,0.592,1.890,5.646,3.113,-1.134,3.177
14:10:15:725,14.010,A,A,A,58,RADAR,0.592,1.890,5.647,3.114,-1.134,3.177
14:10:15:735,14.020,A,A,A,58,RADAR,0.592,1.890,5.650,3.116,-1.135,3.179
14:10:15:745,14.030,A,A,A,58,RADAR,0.592,1.890,5.651,3.117,-1.135,3.179
14:10:15:755,14.040,A,A,A,58,RADAR,0.592,1.890,5.654,3.120,-1.136,3.181
14:10:15:765,14.050,A,A,A,58,RADAR,0.592,1.890,5.655,3.120,-1.137,3.181
14:10:15:775,14.060,A,A,A,58,RADAR,0.592,1.890,5.657,3.122,-1.137,3.182
14:10:15:785,14.070,A,A,A,58,RADAR,0.592,1.890,5.658,3.123,-1.138,3.183
14:10:15:795,14.080,A,A,A,58,RADAR,0.592,1.890,5.659,3.124,-1.138,3.183
14:10:15:805,14.090,A,A,A,58,RADAR,0.592,1.890,5.662,3.126,-1.139,3.185
14:10:15:815,14.100,A,A,A,58,RADAR,0.592,1.890,5.663,3.127,-1.139,3.185
14:10:15:825,14.110,A,A,A,58,RADAR,0.592,1.890,5.665,3.128,-1.140,3.186
14:10:15:835,14.120,A,A,A,58,RADAR,0.592,1.890,5.666,3.130,-1.140,3.187
14:10:15:845,14.130,A,A,A,58,RADAR,0.591,1.890,5.669,3.131,-1.141,3.188
14:10:15:855,14.140,A,A,A,58,RADAR,0.591,1.890,5.670,3.132,-1.141,3.189
14:10:15:865,14.150,A,A,A,58,RADAR,0.591,1.890,5.672,3.135,-1.142,3.190
14:10:15:875,14.160,A,A,A,58,RADAR,0.591,1.890,5.674,3.136,-1.143,3.190
14:10:15:885,14.170,A,A,A,58,RADAR,0.591,1.890,5.676,3.137,-1.143,3.191
14:10:15:895,14.180,A,A,A,58,RADAR,0.591,1.891,5.676,3.138,-1.144,3.192
14:10:15:905,14.190,A,A,A,58,RADAR,0.591,1.891,5.678,3.140,-1.144,3.192
14:10:15:915,14.200,A,A,A,58,RADAR,0.591,1.891,5.680,3.141,-1.145,3.193
14:10:15:925,14.210,A,A,A,58,RADAR,0.591,1.891,5.682,3.143,-1.145,3.194
14:10:15:935,14.220,A,A,A,58,RADAR,0.591,1.891,5.684,3.144,-1.146,3.195
14:10:15:945,14.230,A,A,A,58,RADAR,0.591,1.891,5.684,3.144,-1.146,3.195
14:10:15:955,14.240,A,A,A,58,RADAR,0.591,1.891,5.687,3.147,-1.147,3.197
14:10:15:965,14.250,A,A,A,58,RADAR,0.591,1.891,5.687,3.147,-1.147,3.197
14:10:15:975,14.260,A,A,A,58,RADAR,0.591,1.891,5.689,3.148,-1.148,3.198
14:10:15:985,14.270,A,A,A,58,RADAR,0.591,1.891,5.690,3.149,-1.148,3.198
14:10:15:995,14.280,A,A,A,58,RADAR,0.591,1.891,5.693,3.152,-1.149,3.200
14:10:16:005,14.290,A,A,A,58,RADAR,0.591,1.891,5.695,3.153,-1.149,3.200
14:10:16:015,14.300,A,A,A,58,RADAR,0.591,1.891,5.699,3.156,-1.150,3.202
14:10:16:025,14.310,A,A,A,58,RADAR,0.591,1.891,5.699,3.157,-1.151,3.203
14:10:16:035,14.320,A,A,A,58,RADAR,0.591,1.891,5.701,3.158,-1.151,3.203
14:10:16:045,14.330,A,A,A,58,RADAR,0.591,1.891,5.703,3.160,-1.152,3.205
14:10:16:055,14.340,A,A,A,58,RADAR,0.591,1.891,5.705,3.162,-1.152,3.205
14:10:16:065,14.350,A,A,A,58,RADAR,0.591,1.891,5.706,3.162,-1.153,3.206
14:10:16:075,14.360,A,A,A,57,RADAR,0.591,1.891,5.708,3.164,-1.153,3.207
14:10:16:085,14.370,A,A,A,57,RADAR,0.591,1.891,5.710,3.165,-1.154,3.208
14:10:16:095,14.380,A,A,A,57,RADAR,0.591,1.891,5.711,3.167,-1.154,3.208
14:10:16:105,14.390,A,A,A,57,RADAR,0.591,1.891,5.714,3.169,-1.155,3.210
14:10:16:115,14.400,A,A,A,57,RADAR,0.591,1.891,5.715,3.170,-1.155,3.210
14:10:16:125,14.410,A,A,A,57,RADAR,0.591,1.891,5.717,3.171,-1.156,3.211
14:10:16:135,14.420,A,A,A,57,RADAR,0.591,1.891,5.718,3.172,-1.157,3.212
14:10:16:145,14.430,A,A,A,58,RADAR,0.591,1.891,5.721,3.174,-1.157,3.213
14:10:16:155,14.440,A,A,A,58,RADAR,0.591,1.891,5.721,3.174,-1.157,3.213
14:10:16:165,14.450,A,A,A,58,RADAR,0.591,1.891,5.723,3.177,-1.158,3.214
14:10:16:175,14.460,A,A,A,58,RADAR,0.591,1.891,5.725,3.178,-1.159,3.215
14:10:16:185,14.470,A,A,A,58,RADAR,0.590,1.891,5.728,3.181,-1.160,3.216
14:10:16:195,14.480,A,A,A,58,RADAR,0.590,1.891,5.729,3.182,-1.160,3.217
14:10:16:205,14.490,A,A,A,58,RADAR,0.590,1.891,5.731,3.183,-1.161,3.218
14:10:16:215,14.500,A,A,A,58,RADAR,0.590,1.891,5.732,3.184,-1.161,3.218
14:10:16:225,14.510,A,A,A,58,RADAR,0.590,1.891,5.733,3.185,-1.161,3.218
14:10:16:235,14.520,A,A,A,58,RADAR,0.590,1.891,5.736,3.187,-1.162,3.220
14:10:16:245,14.530,A,A,A,58,RADAR,0.590,1.891,5.737,3.188,-1.162,3.220
14:10:16:255,14.540,A,A,A,58,RADAR,0.590,1.891,5.739,3.190,-1.163,3.222
14:10:16:265,14.550,A,A,A,58,RADAR,0.590,1.891,5.740,3.191,-1.163,3.222
14:10:16:275,14.560,A,A,A,59,RADAR,0.590,1.891,5.742,3.193,-1.164,3.223
14:10:16:285,14.570,A,A,A,59,RADAR,0.590,1.891,5.743,3.193,-1.164,3.223
14:10:16:295,14.580,A,A,A,59,RADAR,0.590,1.891,5.746,3.195,-1.165,3.224
14:10:16:305,14.590,A,A,A,59,RADAR,0.590,1.891,5.747,3.196,-1.166,3.225
14:10:16:315,14.600,A,A,A,59,RADAR,0.590,1.891,5.749,3.198,-1.166,3.226
14:10:16:325,14.610,A,A,A,59,RADAR,0.590,1.891,5.750,3.199,-1.167,3.227
14:10:16:335,14.620,A,A,A,59,RADAR,0.590,1.891,5.752,3.201,-1.167,3.227
14:10:16:345,14.630,A,A,A,58,RADAR,0.590,1.891,5.754,3.202,-1.168,3.228
14:10:16:355,14.640,A,A,A,58,RADAR,0.590,1.891,5.754,3.202,-1.168,3.228
14:10:16:365,14.650,A,A,A,58,RADAR,0.590,1.891,5.756,3.204,-1.169,3.229
14:10:16:375,14.660,A,A,A,58,RADAR,0.590,1.891,5.758,3.205,-1.169,3.230
14:10:16:385,14.670,A,A,A,58,RADAR,0.590,1.891,5.760,3.208,-1.170,3.231
14:10:16:395,14.680,A,A,A,58,RADAR,0.590,1.891,5.761,3.208,-1.170,3.231
14:10:16:405,14.690,A,A,A,58,RADAR,0.590,1.891,5.763,3.210,-1.171,3.232
14:10:16:415,14.700,A,A,A,58,RADAR,0.590,1.891,5.764,3.211,-1.171,3.232
14:10:16:425,14.710,A,A,A,58,RADAR,0.590,1.891,5.767,3.213,-1.172,3.234
14:10:16:435,14.720,A,A,A,58,RADAR,0.590,1.891,5.768,3.214,-1.172,3.234
14:10:16:445,14.730,A,A,A,58,RADAR,0.590,1.891,5.770,3.216,-1.173,3.236
14:10:16:455,14.740,A,A,A,58,RADAR,0.590,1.891,5.772,3.218,-1.173,3.236
14:10:16:465,14.750,A,A,A,58,RADAR,0.589,1.891,5.774,3.220,-1.174,3.237
14:10:16:475,14.760,A,A,A,58,RADAR,0.589,1.891,5.776,3.221,-1.175,3.238
14:10:16:485,14.770,A,A,A,58,RADAR,0.589,1.891,5.776,3.221,-1.175,3.238
14:10:16:495,14.780,A,A,A,58,RADAR,0.589,1.891,5.779,3.223,-1.175,3.239
14:10:16:505,14.790,A,A,A,58,RADAR,0.589,1.891,5.780,3.224,-1.176,3.240
14:10:16:515,14.800,A,A,A,58,RADAR,0.589,1.891,5.782,3.226,-1.177,3.241
14:10:16:525,14.810,A,A,A,58,RADAR,0.589,1.891,5.783,3.227,-1.177,3.242
14:10:16:535,14.820,A,A,A,58,RADAR,0.589,1.891,5.786,3.229,-1.178,3.243
14:10:16:545,14.830,A,A,A,58,RADAR,0.589,1.891,5.788,3.231,-1.178,3.244
14:10:16:555,14.840,A,A,A,58,RADAR,0.589,1.891,5.791,3.234,-1.179,3.246
14:10:16:565,14.850,A,A,A,58,RADAR,0.589,1.891,5.792,3.234,-1.179,3.246
14:10:16:575,14.860,A,A,A,58,RADAR,0.589,1.891,5.793,3.235,-1.180,3.246
14:10:16:585,14.870,A,A,A,58,RADAR,0.589,1.891,5.795,3.236,-1.180,3.247
14:10:16:595,14.880,A,A,A,58,RADAR,0.589,1.891,5.797,3.239,-1.181,3.248
14:10:16:605,14.890,A,A,A,58,RADAR,0.589,1.891,5.798,3.239,-1.181,3.248
14:10:16:615,14.900,A,A,A,59,RADAR,0.589,1.891,5.801,3.242,-1.182,3.250
14:10:16:625,14.910,A,A,A,59,RADAR,0.589,1.891,5.801,3.242,-1.182,3.250
14:10:16:635,14.920,A,A,A,59,RADAR,0.589,1.891,5.803,3.243,-1.183,3.251
14:10:16:645,14.930,A,A,A,59,RADAR,0.589,1.891,5.805,3.245,-1.184,3.252
14:10:16:655,14.940,A,A,A,59,RADAR,0.589,1.891,5.806,3.246,-1.184,3.252
14:10:16:665,14.950,A,A,A,59,RADAR,0.589,1.891,5.808,3.248,-1.185,3.253
14:10:16:675,14.960,A,A,A,59,RADAR,0.589,1.891,5.810,3.249,-1.185,3.254
14:10:16:685,14.970,A,A,A,59,RADAR,0.589,1.891,5.812,3.251,-1.186,3.255
14:10:16:695,14.980,A,A,A,59,RADAR,0.589,1.891,5.812,3.252,-1.186,3.255
14:10:16:705,14.990,A,A,A,59,RADAR,0.589,1.891,5.815,3.254,-1.187,3.256
14:10:16:715,15.000,A,A,A,59,RADAR,0.589,1.892,5.817,3.255,-1.187,3.257
14:10:16:725,15.010,A,A,A,59,RADAR,0.589,1.892,5.818,3.257,-1.188,3.258
14:10:16:735,15.020,A,A,A,59,RADAR,0.589,1.892,5.819,3.257,-1.188,3.258
14:10:16:745,15.030,A,A,A,59,RADAR,0.589,1.892,5.821,3.259,-1.189,3.259
14:10:16:755,15.040,A,A,A,60,RADAR,0.589,1.892,5.823,3.260,-1.189,3.260
14:10:16:765,15.050,A,A,A,60,RADAR,0.588,1.892,5.824,3.262,-1.190,3.260
14:10:16:775,15.060,A,A,A,60,RADAR,0.588,1.892,5.825,3.263,-1.190,3.261
14:10:16:785,15.070,A,A,A,60,RADAR,0.588,1.892,5.826,3.263,-1.191,3.261
14:10:16:795,15.080,A,A,A,60,RADAR,0.588,1.892,5.829,3.266,-1.192,3.262
14:10:16:805,15.090,A,A,A,60,RADAR,0.588,1.892,5.830,3.267,-1.192,3.263
14:10:16:815,15.100,A,A,A,60,RADAR,0.588,1.892,5.833,3.269,-1.193,3.264
14:10:16:825,15.110,A,A,A,60,RADAR,0.588,1.892,5.834,3.270,-1.193,3.264
14:10:16:835,15.120,A,A,A,60,RADAR,0.588,1.892,5.835,3.271,-1.193,3.265
14:10:16:845,15.130,A,A,A,60,RADAR,0.588,1.892,5.837,3.272,-1.194,3.266
14:10:16:855,15.140,A,A,A,60,RADAR,0.588,1.892,5.838,3.273,-1.194,3.266
14:10:16:865,15.150,A,A,A,60,RADAR,0.588,1.892,5.839,3.274,-1.195,3.266
14:10:16:875,15.160,A,A,A,60,RADAR,0.588,1.892,5.842,3.276,-1.196,3.267
14:10:16:885,15.170,A,A,A,60,RADAR,0.588,1.892,5.842,3.277,-1.196,3.268
14:10:16:895,15.180,A,A,A,60,RADAR,0.588,1.892,5.846,3.280,-1.197,3.270
14:10:16:905,15.190,A,A,A,60,RADAR,0.588,1.892,5.846,3.280,-1.197,3.270
14:10:16:915,15.200,A,A,A,60,RADAR,0.588,1.892,5.847,3.281,-1.197,3.270
14:10:16:925,15.210,A,A,A,60,RADAR,0.588,1.892,5.848,3.282,-1.198,3.270
14:10:16:935,15.220,A,A,A,60,RADAR,0.588,1.892,5.850,3.284,-1.198,3.271
14:10:16:945,15.230,A,A,A,60,RADAR,0.588,1.892,5.852,3.285,-1.199,3.272
14:10:16:955,15.240,A,A,A,60,RADAR,0.588,1.892,5.852,3.286,-1.199,3.272
14:10:16:965,15.250,A,A,A,59,RADAR,0.588,1.892,5.855,3.288,-1.200,3.273
